qid,question,answer,confidence,correct,gold_aliases
tc_2128,On which label did Chuck Berry record in the 1950s and 1960s?,Chess Records,60,1,"[""Chess match"", ""\u0160achmatai"", ""Sjakk"", ""Ajedrez"", ""Ahedres"", ""Ficheall"", ""Rank and file (chess)"", ""Chess Revers"", ""Chess"", ""Xadrez"", ""Chess publications"", ""Satran\u00e7"", ""Western chess"", ""\u0160achy"", ""\u0428\u0430\u0445\u0438"", ""Chess game"", ""European chess"", ""Chess psychology"", ""ChesS"", ""\u015cako"", ""\u0a38\u0a3c\u0a24\u0a30\u0a70\u0a1c"", ""Chess games"", ""\u0936\u0924\u0930\u0902\u091c"", ""Play chess"", ""Skaak"", ""Western Chess"", ""Orthochess"", ""Chesss"", ""Game of chess"", ""\u0160ach"", ""Echedo\u00f9"", ""\u00c9checs"", ""\u05e9\u05d7\u05de\u05d8"", ""Chesse"", ""Scacci"", ""\u0428\u0430\u0445\u043c\u0430\u0442"", ""Escacs"", ""C\u00f6g"", ""\u015eah"", ""C\u1edd vua"", ""International Chess"", ""Chess board game"", ""Chess Board Game"", ""\u0428\u0430\u0445\u043c\u0430\u0442\u044b"", ""Game of Chess"", ""Skak"", ""\u0634\u0637\u0631\u0646\u062c"", ""\u0428\u0430\u0442\u0430\u0440"", ""Chess career"", ""\u03a3\u03ba\u03ac\u03ba\u03b9"", ""\u0160ahs"", ""Cheess"", ""Chess srategy and tactics"", ""Chess (game)"", ""Sk\u00e1k"", ""International chess"", ""Chess""]"
tc_2145,What was the name of Michael Jackson's second wife?,Lisa Marie Presley,60,0,"[""Deborah Jeanne Rowe"", ""Deborah Rowe Jackson"", ""Debbie Jackson"", ""Deborah Rowe"", ""Debbie Rowe"", ""Debbie Rowe""]"
tc_2167,Which US city was named after a British Prime Minister?,Pittsburgh,60,1,"[""Smoky City"", ""Pittsburgh (Pa.)"", ""Pittsburgh, Pennsylvania."", ""Frick International Studies Academy Middle School"", ""Pitsburgh"", ""The Burgh"", ""Pittsbrugh"", ""Pittsburgh, Pa"", ""Pittsburgh, USA"", ""Glenwood, Pennsylvania"", ""Pittsburgh (PA)"", ""The Pittsburgh Style of Literature"", ""Pittsburgh, Pennsylvania, U.S."", ""Pittsburgh, United States of America"", ""Pittsburgh Pennsyvania"", ""UN/LOCODE:USPIT"", ""Da burgh"", ""Pittsburgh (pgh)"", ""Climate of Pittsburgh, Pennsylvania"", ""Pittsburgh"", ""City of Bridges"", ""Pittsburgh Frick 6\u20138 Middle School"", ""Pittsburgh, PA"", ""St. Justin's High School"", ""East End (Pittsburgh)"", ""Pittsburgh, Pennsylvania, USA"", ""Pittsburgh, Allegheny County, Pennsylvania"", ""The City of Bridges"", ""Pittsburgh, Pennsylvania, US"", ""Fort du Quesne"", ""Pittsburgh Frick 6-8 Middle School"", ""City of Pittsburgh"", ""The Steel City"", ""Pittsburgh, PA."", ""Pittsburgh Style"", ""Pittsburgh, Pa."", ""Education in pittsburgh"", ""Pittsburg, PA"", ""Pittsburgh, Pennsylvania, U.S.A."", ""Education in Pittsburgh"", ""Pittsburg, Pennsylvania"", ""Pittsburgh, Pennsylvania"", ""Pittsburgh""]"
tc_2182,"""Who said, To err is human but it feels divine?""""""",Mae West,60,1,"[""Mae West"", ""Mae west"", ""Is that a gun in your pocket, or are you just happy to see me%3F"", ""When I'm Bad, I'm Better"", ""Jane Mast"", ""When I'm good, I'm very good..."", ""Mae West filmography"", ""Mae West""]"
tc_2191,Which singer had a big 60s No 1 with Roses Are Red?,Bobby Vinton,60,1,"[""Bobby Vinton"", ""Bobby Vinton""]"
tc_2202,What are the international registration letters of a vehicle from Iceland?,IS,95,1,"[""I S"", ""I.s."", ""IS"", ""I.S."", ""Is."", ""IS (disambiguation)"", ""Is"", ""IS""]"
tc_2208,Where was the American venue of the Live Aid concert?,Philadelphia,60,1,"[""Philedelphia"", ""City of brotherly love"", ""City of Brotherly Love"", ""The Quaker City"", ""Philadelphia"", ""Philadelphia, Pennsylvania"", ""Philadelphia, Pennsylvania, U.S.A."", ""Philadelphia, Pa."", ""List of nicknames for Philadelphia"", ""Philidalphia"", ""Philadelphia, United States"", ""Philadelphia, Pennsylvania, U.S."", ""Philadelphia PA"", ""Philadelphia Suburban Rail"", ""Philadelphi"", ""Philadelphia, U.S."", ""Philadelphia Regional Rail"", ""The City of Brotherly Love"", ""City of Philadelphia"", ""Philadelphia (Pennsylvania)"", ""Wiccacoa"", ""Philadelpia, Pennsylvania"", ""Philadelphia, USA"", ""Philadelphia, Philadelphia County, Pennsylvania"", ""Government of Philadelphia"", ""Philadelphia (PA)"", ""Philadelphia, Pennsylvania, USA"", ""Philadelphia (City)"", ""UN/LOCODE:USPHL"", ""The City That Loves You Back"", ""Philadelphia (Pa.)"", ""Phila."", ""The Cradle of Liberty"", ""The city of brotherly love"", ""Philadelphia (city, Pennsylvania)"", ""Philidelphia"", ""Philadelphia, Pennsylvania, US"", ""Philadelphia Commuter Rail"", ""The City and County of Philadelphia, Pennsylvania"", ""Philadephia, Pennsylvania"", ""Philadelphia City"", ""Philadelphia Pennsylvania"", ""Philadelphia City Controller"", ""Philladelphia"", ""Political families of Philadelphia"", ""Philadelphia, Pa"", ""Philadelphia, PA"", ""The Birthplace of America"", ""Philadelpia, PA"", ""Philadelphia""]"
tc_2218,Which was the longest moon landing?,Apollo 17,60,1,"[""Apollo 17"", ""Apollo XVII"", ""Apollo17"", ""Apollo 17""]"
tc_2222,Who had the most expensive presidential inauguration ceremony of the 20th century?,George W. Bush,60,1,"[""George Walker Bush"", ""Dubya"", ""Bush, George W."", ""Bush Jr."", ""George W. Bush (painter)"", ""W Bush"", ""Bushian"", ""Gorge w bush"", ""Bush the younger"", ""George w"", ""Bush 43"", ""Bush II"", ""George the Younger"", ""George W. Bussh"", ""George W. Bush Street"", ""George Bush (43rd U.S. President)"", ""G W Bush"", ""Dubyuh"", ""George Bush jr."", ""G.W. Bush"", ""W. bush"", ""Dubya Bush"", ""G. W. Bush"", ""George W Bush"", ""US President George W. Bush"", ""G.w.bush"", ""Bush Junior"", ""George W. Bush, 43rd President of the United States"", ""George Bush (2000)"", ""George w."", ""George W"", ""Gorge W. Bush"", ""G. Walker Bush"", ""GEORGE W. BUSH"", ""George Dubya Bush"", ""Geroge W Bush"", ""2004 Republican Presidential Nominee"", ""George w Bush"", ""George Bush II"", ""George Bush Jr."", ""Baby Bush"", ""W. Bush"", ""2000 Republican Presidential Nominee"", ""Junior Bush"", ""George W."", ""President Bush (2000)"", ""Goerge W. Bush"", ""George Bush Jr"", ""George W. Budh"", ""43rd President of the United States"", ""George W. Buah"", ""G Dub"", ""George W Bush Jr"", ""43rd Pesident of the United States"", ""Jorge W. Bush"", ""Bush the Younger"", ""International perception of george W. Bush"", ""GeorgeWBush"", ""George w bush"", ""George bush 43"", ""Bush (43)"", ""George Bush 2"", ""George Bush (43)"", ""Bush-43"", ""George Bush Junior"", ""W bush"", ""George W\u0430lker Bush"", ""Gw bush"", ""George w. bush"", ""G. W. B."", ""George W. bush"", ""Bushists"", ""Religious faith of George W. Bush"", ""President Bush (43)"", ""George W. Bush"", ""George W.Bush"", ""George W bush"", ""George Bush, Jr."", ""G. Dub"", ""GW Bush"", ""President George W Bush"", ""Former President George W. Bush"", ""President George Walker Bush"", ""George W. Bush""]"
tc_2229,Who became Israel's head of state in 1993?,Ezer Weizman,60,1,"[""\u05e2\u05d6\u05e8 \u05d5\u05d9\u05e6\u05de\u05df"", ""Ezer Weizmann"", ""Ezer Weizman"", ""Ezer Weizman""]"
tc_2236,"In WWII, who was the head of the Nazi party's security service?",Reinhard Heydrich,60,1,"[""Reinhard Heidrich"", ""Rinehardt Heydrich"", ""Himmler's Evil Genius"", ""ReinhardHeydrich"", ""Heidrich, Rinehardt"", ""Reinhard Hydrich"", ""Reinhard Hydrick"", ""The Young Evil God of Death"", ""Rinehardt Heidrich"", ""Heydrich"", ""Heydrich Reinhard"", ""Reinhard Hidrich"", ""Reinhard Hidrick"", ""Rhinehardt Heidrich"", ""Reinhard Heydrick"", ""The Butcher of Prague"", ""Heidrich, Reinhardt"", ""Heidrich, Rhinehardt"", ""Reinhardt Heydrich"", ""Rhinehardt Heydrich"", ""Reinhard Heydrich"", ""Rhinehart Heidrich"", ""Reihnard Heidrich"", ""Rhinehard Heydrich"", ""Heydrich Reinhart"", ""Rheinhard Heydrich"", ""Heydrich, Reinhard"", ""Rinehard Heidrich"", ""Butcher of Prague"", ""HeydrichReinhardt"", ""Rhinehart Heydrich"", ""Heidrich, Rhinehart"", ""Reinhart heidrich"", ""ReinhardtHeydrich"", ""Heydrich, Reinhart"", ""Heydrich, Reinhardt"", ""Heydrich,Reinhardt"", ""Rinehard Heydrich"", ""Heydrich Reinhardt"", ""Reinhart Heydrich"", ""Heidrich, Rinehart"", ""Young Evil God of Death"", ""Heidrich, Reinhart"", ""Rinehart Heydrich"", ""HeydrichReinhard"", ""Heydrich,Reinhard"", ""Reinhard Tristan Eugen Heydrich"", ""Rhinehard Heidrich"", ""Heidrich, Rhinehard"", ""Heidrich, Rinehard"", ""Heydrich,Reinhart"", ""Heidrich, Reinhard"", ""Rinehart Heidrich"", ""Himler's Evil Genius"", ""Reinhard Heidrich""]"
tc_2244,Which President of the Philippines was deposed in 1986?,Ferdinand Marcos,90,1,"[""Marcos"", ""Marcos (disambiguation)"", ""Markos"", ""Marcos""]"
tc_2250,"What kind of disaster claimed some 100,000 lives in Armenia in 1988?",Earthquake,60,1,"[""Seism"", ""Earthquake"", ""Seismic event"", ""The kinds of earthquakes"", ""Seismically active"", ""Low-magnitude earthquake"", ""Earth tremor"", ""Causes of earthquakes"", ""Seismic movement"", ""Earth quakes"", ""Earthshake"", ""Seismic activity"", ""Quake weapons"", ""Seismicity"", ""\u5730\u9707"", ""Earth quake"", ""Main shock"", ""Site effects (earthquake)"", ""Earthquakes"", ""Speedjump"", ""Tectonic earthquake"", ""Earthquake""]"
tc_2252,Which state on the Gulf of Mexico is nearest the end of the alphabet?,Texas,95,1,"[""Texas (U.S. State)"", ""US-TX"", ""Texos"", ""Texas"", ""Lone Star State"", ""Texas, USA"", ""Religion in Texas"", ""Texas (state)"", ""Lake Ozark, Texas"", ""Christianity in Texas"", ""The State of Texas"", ""Twenty-eighth State"", ""Texas-sized"", ""Texas (State)"", ""28th State"", ""The Lone Star State"", ""Twenty-Eighth State"", ""Texas, United States"", ""Texas (U.S. state)"", ""Texass"", ""State of Texas"", ""Everything is bigger in Texas"", ""28th state"", ""Texas""]"
tc_2256,Truax Field international airport is in which US state?,Wisconsin,60,1,"[""Badger State"", ""State of Wisconsin"", ""Wis."", ""Transportation in Wisconsin"", ""Government of Wisconsin"", ""Climate of Wisconsin"", ""Wisconsin, USA"", ""Wiscosin, USA"", ""Wisconsin"", ""30th State"", ""Wisconson"", ""Politics of Wisconsin"", ""Demographics of Wisconsin"", ""America's Dairyland"", ""Winconsin"", ""Religion in Wisconsin"", ""Transport in Wisconsin"", ""US-WI"", ""Wisconsin state"", ""Economy of Wisconsin"", ""The Badger State"", ""Wisconsin (state)"", ""Education in Wisconsin"", ""Geography of Wisconsin"", ""Wiskonsin"", ""Wisconsin (U.S. state)"", ""Thirtieth State"", ""Film industry in Wisconsin"", ""Wisc."", ""Badger state"", ""Wisconsin, United States"", ""Wisconsin""]"
tc_2257,In what month was the attack on Pearl Harbor?,December,95,1,"[""December"", ""\u32cb"", ""Xber"", ""Dec."", ""Decembre"", ""December""]"
tc_2265,Who did Dr. Crippen murder?,Cora Crippen,60,0,"[""His wife"", ""His wife""]"
tc_2270,"In the 1904 Olympics, how many of the 23 track and field titles were won by Americans?",16,60,0,"[""21"", ""twenty-one"", ""21""]"
tc_2280,The Black Hills lie between which two rivers?,Cheyenne and Belle Fourche,60,0,"[""Belle Fourche and Cheyenne"", ""Belle Fourche and Cheyenne""]"
tc_2287,In what year was the first in-flight movie shown on an internal flight in the USA.,1961,60,0,"[""1929"", ""one thousand, nine hundred and twenty-nine"", ""1929""]"
tc_2295,In which city was John Lennon murdered?,New York City,95,1,"[""New Yourk State"", ""State of N.Y."", ""US-NY"", ""N Y"", ""The state of NY"", ""NewYork"", ""NYS"", ""Neo York"", ""NY state"", ""Nova York"", ""State of new york"", ""Ny"", ""New york"", ""Nueva York (estado)"", ""N Y state"", ""New York (state)"", ""U.S. state of New York"", ""New York state"", ""New York, U.S."", ""State New York"", ""N\u00fdja-J\u00f3rv\u00edk"", ""Newyork"", ""NEW YORK"", ""State of N. Y."", ""N. Y. state"", ""NY"", ""The state of N.Y."", ""NY (state)"", ""New York's"", ""N.Y. (U.S. state)"", ""State of new yourk"", ""New York State"", ""New York (U.S. state)"", ""New york state"", ""New Yrok"", ""11th State"", ""New York (USA State)"", ""State of N Y"", ""New-York"", ""The State of New York"", ""State of New York"", ""US state of New York"", ""N Y (U.S. state)"", ""N.Y. state"", ""N.Y."", ""The state of N. Y."", ""N. Y. (state)"", ""The state of N Y"", ""New York, US"", ""N.Y. (state)"", ""Nyja-Jorvik"", ""Religion in New York"", ""New Yourk"", ""N. Y."", ""New York State's"", ""Estado Nueva York"", ""New York (USA state)"", ""New york population"", ""New York, U.S.A"", ""New York"", ""NY (U.S. state)"", ""Estado de Nueva York"", ""N. Y. (U.S. state)"", ""Eleventh State"", ""N Y (state)"", ""State of NY"", ""New York (State)"", ""New York (U.S. state"", ""New York""]"
tc_2299,How was President Kennedy assassinated?,Shot,95,1,"[""Shot (unit)"", ""Shot"", ""Shot (drink)"", ""Shot (beverage)"", ""Shot (disambiguation)"", ""Shot (alcohol)"", ""SHOT"", ""Shot""]"
tc_2300,Which caped crusader operated in Gotham City?,Batman,95,1,"[""BatMan"", ""Batman: War on Crime"", ""Bat-man"", ""The Bat-Man"", ""Fictional history of Batman"", ""Bruce Wayne / Batman"", ""Bat-Embargo"", ""Batmarine"", ""History of Batman"", ""Brucewayne"", ""The Caped Crusader"", ""Batman/Bruce Wayne"", ""Batman"", ""Batsy"", ""Bruce Wayne (Batman)"", ""Bat man"", ""Skills and abilities of Batman"", ""Bat-Man"", ""The Bat-man"", ""New Look Batman"", ""Batman (Bruce Wayne)"", ""Matches Malone"", ""Silver Age Batman"", ""Batman (DC Comics)"", ""Bruno Diaz"", ""The bat-man"", ""Batman (comics)"", ""Bat Man"", ""Bruce Wayne"", ""Golden Age Batman"", ""Batdude"", ""Na na na na na na na na"", ""Batman Emblem"", ""THE BAT-MAN"", ""Skills, abilities, resources and equipment of Batman"", ""THE BATMAN"", ""Caped Crusader"", ""BAT-MAN"", ""Batman / Bruce Wayne"", ""The batman"", ""Batman emblem"", ""The Batman Handbook: The Ultimate Training Manual"", ""Batman""]"
tc_2306,Who did Jack Ruby shoot in November 1963?,Lee Harvey Oswald,95,1,"[""Oswald the Lone Assassin"", ""Lone Nut Theory"", ""Lone gunman"", ""Lee Oswald"", ""Lee H. Oswald"", ""A.J. Hidell"", ""L.H.O."", ""L. H. Oswald"", ""L.H.O"", ""Alek J. Hidell"", ""Maria Oswald Porter"", ""Lee harvey oswald"", ""Lee Harvey Oswald (photo)"", ""Lee Harvey Oswald's"", ""Lee Harvey Oswald"", ""Lee harvy oswald"", ""Lone gunman theory"", ""Alek James Hidell"", ""Lee Harvey Ostwald"", ""Lee Harvey Oswald""]"
tc_2317,Who was the first American to travel faster than the speed of sound?,Chuck Yeager,95,1,"[""Glennis Faye Dickhouse"", ""Chuck Yaeger"", ""Glennis Dickhouse"", ""Glennis Yeager"", ""Charles Elwood Yeager"", ""Chuck yeager"", ""Charles Yeager"", ""Victoria Scott D'Angelo"", ""Chuck Yeager"", ""Charles Elwood %22Chuck%22 Yeager"", ""Charles E. Yeager"", ""Chuck yager"", ""Chuck yeagar"", ""Chuck Jaeger"", ""Chuck Yeagar"", ""Chuck Yeager""]"
tc_2331,Who was the first US president Barbara Walters interviewed?,Richard Nixon,60,1,"[""I'm not a crook"", ""Richard nixon"", ""Nixson"", ""Richard Milhouse Nixon"", ""Richard Milhous Nixon"", ""Nixonian"", ""Richard Nixon"", ""Dick Nixon"", ""Nixonite"", ""Nixon, Richard"", ""37th President of the United States"", ""Resignation of Richard Nixon"", ""Richard Nickson"", ""Tricky Dick Nixon"", ""Nixon's"", ""Arthur Burdg Nixon"", ""Richard M. Nixon"", ""Tricky Dick"", ""Arthur Nixon"", ""Nixon"", ""Harold Samuel Nixon"", ""Richard M Nixon"", ""Harold Nixon"", ""Nixon, Richard Milhous"", ""Nixon, Richard M."", ""Nichard rixon"", ""Nixon""]"
tc_2350,Which orchestral conductor was married to one of the subjects of the film Hillary and Jackie?,Daniel Barenboim,60,1,"[""Daniel Barenboim and Wagner"", ""Daniel barenboim"", ""Daniel Barenboim"", ""Daniel Barenboim""]"
tc_2359,Which writer and politician became Lord Tweedsmuir?,John Buchan,60,1,"[""John Scantlebury Blenkiron"", ""Buchan, John, Sir"", ""Buchanesque"", ""John Blenkiron"", ""John Buchan, Baron Tweedsmuir"", ""John Buchan"", ""John, Sir Buchan"", ""Sir John Buchan"", ""Buchan, John"", ""Lord Tweedsmuir"", ""John Buchan, 1st Baron Tweedsmuir"", ""Baron Tweedsmuir of Elsfield"", ""John S. Blenkiron"", ""John Buchan""]"
tc_2380,In what year was the first Tarzan novel published?,1912,60,0,"[""one thousand, nine hundred and fourteen"", ""1914"", ""1914""]"
tc_2400,In which country were motorized ambulances first used?,France,60,1,"[""La Republique francaise"", ""Franciaorsz\u00e1g"", ""La Republique fran\u00e7aise"", ""Belle France"", ""FRANCE"", ""Republique fran\u00e7aise"", ""France"", ""Ranska"", ""Franciaorszag"", ""French Republic"", ""R\u00e9publique francaise"", ""R\u00e9publique fran\u00e7aise"", ""ISO 3166-1:FR"", ""Frankreich"", ""France (country)"", ""Etymology of France"", ""FrancE"", ""La R\u00e9publique fran\u00e7aise"", ""People of France"", ""Republic of France"", ""Fracne"", ""Le France"", ""The French Republic"", ""Republique francaise"", ""The Republic of France"", ""La R\u00e9publique francaise"", ""La France"", ""Rain in France"", ""Republic of france"", ""FRance"", ""Frakkland"", ""Climate of France"", ""Franse"", ""France""]"
tc_2417,What is the Pacific terminus of the Trans Siberian Railway?,Vladivostok,95,1,"[""\ube14\ub77c\uc9c0\ubcf4\uc2a4\ub610\ud06c"", ""Port may city"", ""Wladivostok"", ""Vladivostok"", ""Haishenwei"", ""Vladivostoksky Urban Okrug"", ""Vladivostokskaya"", ""Wladiwostok"", ""Vladivostokskoye"", ""Vladivistok"", ""Vladisvostok"", ""\u6d77\u53c2\u5d34"", ""Vladivostoksky"", ""Vladivostok, Russia"", ""\u6d66\u5869\u65af\u5fb3"", ""UN/LOCODE:RUVVO"", ""\ube14\ub77c\ub514\ubcf4\uc2a4\ud1a0\ud06c"", ""\u6d66\u5869"", ""Vladivostok Urban Okrug"", ""Vladvostok"", ""\uc6b8\ub77c\uc9c0\ubcf4\uc2a4\ub610\ud06c"", ""\u0412\u043b\u0430\u0434\u0438\u0432\u043e\u0441\u0442\u043e\u043a"", ""Haishenwai"", ""\u30a6\u30e9\u30b8\u30aa\u30b9\u30c8\u30c3\u30af"", ""Vladivostock"", ""\u0412\u043b\u0430\u0434\u0438\u0432\u043e\u0441\u0442\u043e\u0301\u043a"", ""\u7b26\u62c9\u8fea\u6c83\u65af\u6258\u514b"", ""\u30a6\u30e9\u30b8\u30aa"", ""Vladivostok""]"
tc_2454,What is the name of the mountain pass which lies between Pakistan and Afghanistan?,Khyber Pass,60,1,"[""Kyber pass"", ""Khyber Pass"", ""Khyber pass"", ""Kaiber pass"", ""Khyber Gate"", ""Khaibar Pass"", ""\u062f\u0631\u06c1 \u062e\u06cc\u0628\u0631"", ""Khaiber Pass"", ""Khyber pass""]"
tc_2457,"What is the name of the group of 1,196 islands in the North Indian Ocean, none bigger than five square miles?",Maldives,60,1,"[""Religion in the Maldives"", ""Maldivian Republic"", ""The Republic of the Maldives"", ""Iru fushi"", ""Republic of Maldives"", ""Sultanate of Maldives"", ""Largest cities in the Maldives"", ""ISO 3166-1:MV"", ""Maldive islands"", ""Maldives island"", ""\u078b\u07a8\u0788\u07ac\u0780\u07a8\u0783\u07a7\u0787\u07b0\u0796\u07ad\u078e\u07ac \u0796\u07aa\u0789\u07aa\u0780\u07ab\u0783\u07a8\u0787\u07b0\u0794\u07a7"", ""Dehevi Jumhuriyya"", ""Sultanate of the Maldives"", ""The Maldives"", ""The Maldivies"", ""Maldives/History"", ""Maldivas"", ""Maldives"", ""Environmental issues in the Maldives"", ""Rep Of Maldives"", ""Indian/Maldives"", ""Irufushi"", ""Employment & Labour in Maldives"", ""Maledives"", ""Islamic Republic of the Maldives"", ""Government of Maldives"", ""Rep of Maldives"", ""Republic of the Maldive Islands"", ""The Republic of Maldives"", ""Maldive"", ""Etymology of Maldives"", ""\u078b\u07a8\u0788\u07ac\u0780\u07a8\u0783\u07a7\u0787\u07b0\u0796\u07ac"", ""Republic of the Maldives"", ""Maldives""]"
tc_2481,Which Syrian city is said to be the oldest continually inhabited city in the world?,Damascus,95,1,"[""Damascuc"", ""Damascos"", ""Emirate of Damascus"", ""Damascus"", ""City of jasmin"", ""Asia/Damascus"", ""Damaskos"", ""City of Jasmin"", ""Al Shamie"", ""Ash-Sh\u0101m"", ""\u062f\u0645\u0634\u0642"", ""\u0627\u0644\u0634\u0627\u0645"", ""Sultanate of Damascus"", ""Demographics of Damascus"", ""History of Damascus"", ""Ancient City of Damascus"", ""Al-Shami"", ""Damascus, SY"", ""Damascus in the middle ages"", ""Dimashq"", ""Damascus, Syria"", ""Ancient damascus"", ""Medieval damascus"", ""Classical damascus"", ""Capital of Syria"", ""Damaskus"", ""Damascus""]"
tc_2496,Who was king of France at the time of the French Revolution?,Louis XVI,95,1,"[""Louis Seize"", ""Louis 16"", ""Louis-Seize"", ""Louis-Auguste, Duke of Berry"", ""Louis Auguste de France"", ""Louis 16 of France"", ""Louis XVI of France"", ""Louis XVI, King of the French"", ""King Louis XVI of France"", ""Louis Vi. of France"", ""Louis xvi"", ""Louis-Auguste de France"", ""Louis the XVI"", ""Louis Xvi"", ""Louis XVI of france"", ""Louis Bourbon"", ""Louis-Auguste (Louis XVI)"", ""King Louis 16"", ""Louis \u2169\u2164\u2160"", ""Louis the Sixteenth"", ""King Louis XVI"", ""Sophie-Beatrix"", ""Citoyen Louis Capet"", ""Louis Capet"", ""Louis The Sixteenth"", ""Louis XVI"", ""Louis XVI""]"
tc_2499,What is the principal language of Bulgaria?,Bulgarian,95,1,"[""Bulgarian"", ""Bulgarian (disambiguation)"", ""Bulgarian""]"
tc_2505,"What is the name of the cathedral in Red Square, Moscow?",Saint Basil's Cathedral,95,1,"[""Cathedral of the Intercession"", ""Pokhrovsky Cathedral"", ""Pokhrovsky cathedral"", ""St. Basil's Cathedral"", ""St. Basil\u2019s Cathedral"", ""Saint Basil's"", ""Cathedral of St Basil"", ""Pokrovsky cathedral"", ""Pokrovsky Cathedral"", ""The Cathedral of Intercession of the Virgin on the Moat"", ""St Basil Cathedral"", ""Saint Basil Cathedral"", ""Pokrovskiy Cathedral (also known as Saint Basil's Cathedral)"", ""St Basil's Cathedral"", ""St. Basil's"", ""Saint Basil's Cathedral"", ""Intercession Cathedral"", ""St. Basil's""]"
tc_2506,Which country is known to its people as Suomen Tasavalta?,Finland,90,1,"[""FinlanD"", ""FINLAND"", ""Suomen tasavalta"", ""Suomen Tasavalta"", ""Republiken Finland"", ""Finlande"", ""Finland"", ""Finland during World War II"", ""Finnland"", ""Finland's"", ""Republic of Finland"", ""Etymology of Finland"", ""Fin land"", ""Name of Finland"", ""Finn Land"", ""ISO 3166-1:FI"", ""Northern Finland"", ""Finland""]"
tc_2524,Which crusade was led by Philip II Augustus of France and Richard I of England?,The Third Crusade,60,1,"[""Third crusade"", ""3rd Crusade"", ""Kings' Crusade"", ""3rd crusade"", ""Kings' crusade"", ""Kings crusade"", ""Third Crusade"", ""Crusade of 1189"", ""The Third Crusade"", ""Third crusade""]"
tc_2544,In which Netherlands city does the United Nations International Court of Justice sit?,The Hague,95,1,"[""The hague"", ""Hague, Netherlands"", ""The Hauge"", ""UN/LOCODE:NLHAG"", ""'s-Gravenhage"", ""The haig"", ""Hague, The"", ""Den hague"", ""S%60Gravenshage"", ""Lahey"", ""S-Gravenhage"", ""'s Gravenhage"", ""Hague"", ""Den Hagg"", ""\u2019s-Gravenhage"", ""Den Haag"", ""The Hague, Netherlands"", ""The Hague"", ""Gravenhage"", ""The Hague, The Netherlands"", ""Municipality of The Hague"", ""Den haag"", ""The Hague""]"
tc_2556,"In which battle did Harold II, the last Saxon king, lose his life?",Battle of Hastings,90,1,"[""Battle at Hastings"", ""Hastings, Battle of"", ""Battle of Senlac"", ""The Battle Of Hastings"", ""The battle of hastings"", ""Hastings battle"", ""Battle of Hastings"", ""Battle of 1066"", ""Battle of harstings"", ""The Battle of Hastings"", ""Battle Of Hastings"", ""Battle of hastings"", ""Battle of Harstings"", ""Battle of Hastings""]"
tc_2564,Who proclaimed the People's Republic of China in 1949?,Mao Zedong,95,1,"[""Mao Ze-dong"", ""Maozedong"", ""Mao Tse-Tung"", ""Genealogy of Mao Zedong"", ""Mao Tse'tung"", ""Mao Tse Tong"", ""Mao Zedang"", ""\u6bdb\u6fa4\u6771"", ""\u6bdb\u4e3b\u5e2d"", ""Chairman Mao Zedong"", ""Mao Tse-Dong"", ""More Ze-dong"", ""Mao tse Tung"", ""Mao Tsedung"", ""\u6bdb\u6cfd\u4e1c"", ""Mao zedung"", ""Mao Yongzhi"", ""Mao Tsedong"", ""Mao Runzhi"", ""Mao Tse Toung"", ""Mao Ze Dong"", ""Mao Zedong (Mao Tse-tung)"", ""Mao Tsetung"", ""Zedong"", ""M\u00e1o Z\u00e9d\u014dng"", ""Mall Zedong"", ""Zedong Mao"", ""\u6f64\u829d"", ""Mao Tse-dong"", ""Jun-Chih"", ""Mao Tse-toung"", ""Mao Dsu Tung"", ""Mao Zadong"", ""Mao Se Tung"", ""R\u00f9nzhi"", ""Mao Tse-tung"", ""Zdong"", ""Mao Zedong"", ""Mao zedong"", ""Junchih"", ""Mao-Tse-tung"", ""Jun-chih"", ""Chairman Mao Tse-tung"", ""Mao-Tse Tung"", ""Mao Tse Tung"", ""Mao Tse-Dung"", ""Mao Tsetong"", ""Poems by Mao Zedong"", ""Mousie Dung"", ""Mau: tsu.tUNG"", ""Mall Ze-dong"", ""Early life of Mao"", ""Mao Ze-Dung"", ""Mao Zhedong"", ""M\u00e1o Z\u00e9dong"", ""Mao Tse-Tounge"", ""Mao tse-tung"", ""Mao Tze-Tung"", ""Mao ZeDong"", ""Mao Ts\u00e9-toung"", ""Political ideas of Mao Zedong"", ""Mao Tse-tong"", ""Runzhi"", ""Chairman Mao"", ""\u6f64\u829d\u00b9"", ""\u6da6\u829d"", ""Mao Tse-dung"", ""Mao tsetong"", ""Tse Tung Mao"", ""First Red Emperor"", ""Tse-tung Mao"", ""Mao"", ""Mao Tze Tung"", ""Poetry by Mao Zedong"", ""Chairman of the Politburo and Secretariat"", ""Mao Tze-tung"", ""R\u00f9nzh\u012b"", ""More Zedong"", ""Mao Zedong""]"
tc_2573,"Which wife of Henry VIII had already married twice before she became queen, and married for a fourth time after Henry's death?",Catherine Parr,60,1,"[""Katheryn Parre"", ""Queen Katherine Parr"", ""Kateryn Parre"", ""Katherine Parr"", ""Katharine Parr"", ""Catherine Parr"", ""Catherine Parre"", ""Lady Latimer"", ""Catherine Borough"", ""Katherine Borough"", ""Katheryn Parr"", ""Kateryn Parr"", ""Anthony Martienssen"", ""Katharine Parre"", ""Katherine Parre"", ""Queen Catherine Parr"", ""Lady Lattimer"", ""Catherine Parr""]"
